Title,Features.Handheld?,Features.Max Players,Features.Multiplatform?,Features.Online?,Metadata.Genres,Metadata.Licensed?,Metadata.Publishers,Metadata.Sequel?,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,id
Tiger Woods PGA Tour 08,True,4,True,True,Sports,True,EA,True,80,0.51,14.95,X360,1502
Tony Hawk's Proving Ground,True,2,True,True,Sports,True,Activision,True,72,0.51,16.95,X360,1503
Call of Duty: Roads to Victory,True,1,True,True,Action,True,Activision,True,64,0.51,24.95,Sony PSP,1504
Transformers: The Game,True,1,True,True,Action,True,Activision,True,52,0.51,14.95,X360,1505
NBA 2K8,True,7,True,True,Sports,True,2K,True,81,0.5,9.95,PlayStation 3,1506
Medal of Honor: Heroes 2,True,1,True,True,Action,True,EA,True,69,0.5,17.95,Sony PSP,1507
Spider-Man 3,True,1,True,True,Action,True,Activision,True,63,0.5,11.95,X360,1508
Tom Clancy's Rainbow Six: Vegas,True,2,True,True,Action,True,Ubisoft,True,86,0.49,16.95,PlayStation 3,1509
Need for Speed: ProStreet,True,2,True,True,Racing / Driving,True,EA,True,61,0.49,16.95,Nintendo Wii,1510
NBA LIVE 08 ,True,1,True,True,Sports,True,EA,True,73,0.49,9.95,X360,1511
Dance Dance Revolution Universe 2,True,4,True,True,Action,True,Konami,True,65,0.48,19.95,X360,1512
MX vs. ATV Untamed,True,2,True,True,Racing / Driving,True,THQ,True,70,0.48,17.95,X360,1513
Final Fantasy IV,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,85,0.48,17.95,Nintendo DS,1514
NBA Street Homecourt,True,4,True,True,Sports,True,EA,True,80,0.47,7.95,X360,1515
The Simpsons Game,True,2,True,True,Action,True,EA,True,64,0.47,17.95,Nintendo Wii,1516
Winter Sports: The Ultimate Challenge,True,1,True,True,"Racing / Driving,Sports",True,,True,52,0.47,16.95,Nintendo Wii,1517
WWE Smackdown vs. Raw 2008,True,4,True,True,Sports,True,THQ,True,68,0.46,16.95,Sony PSP,1518
Tiger Woods PGA Tour 07,True,4,True,True,Sports,True,EA,True,71,0.46,17.95,Nintendo Wii,1519
Crash of the Titans,True,1,True,True,Action,True,,True,73,0.46,17.95,Nintendo DS,1520
Sonic Rivals 2,True,1,True,True,Action,True,Sega,True,60,0.46,22.95,Sony PSP,1521
Boogie,True,2,True,True,Action,True,EA,True,57,0.45,17.95,Nintendo Wii,1522
Medal of Honor: Airborne,True,2,True,True,Action,True,EA,True,73,0.45,17.95,X360,1523
The Sims 2: Castaway,True,1,True,True,Simulation,True,EA,True,73,0.45,17.95,Nintendo Wii,1524
Spider-Man 3,True,1,True,True,Action,True,Activision,True,53,0.45,14.95,Nintendo Wii,1525
Lost Odyssey,True,1,True,True,Role-Playing (RPG),True,Microsoft,True,78,0.45,19.95,X360,1526
Bee Movie Game,True,1,True,True,Adventure,True,Activision,True,58,0.44,17.95,Nintendo DS,1527
Spider-Man 3,True,1,True,True,Action,True,Activision,True,79,0.44,16.95,Nintendo DS,1528
Final Fantasy Tactics,True,1,True,True,"Role-Playing (RPG),Strategy",True,SquareEnix,True,88,0.44,17.95,Sony PSP,1529
Endless Ocean,True,1,True,True,Simulation,True,Nintendo,True,72,0.44,24.95,Nintendo Wii,1530
SingStar,True,6,True,True,Simulation,True,Sony,True,82,0.43,14.95,PlayStation 3,1531
Ratatouille,True,1,True,True,Action,True,THQ,True,62,0.43,19.95,Nintendo Wii,1532
The Sims 2: Pets,True,1,True,True,Simulation,True,EA,True,65,0.43,22.95,Nintendo Wii,1533
Two Worlds,True,1,True,True,"Action,Role-Playing (RPG)",True,,True,50,0.43,14.95,X360,1534
Crash of the Titans,True,2,True,True,Action,True,,True,69,0.42,17.95,Nintendo Wii,1535
Sonic the Hedgehog,True,2,True,True,Action,True,Sega,True,46,0.41,14.95,X360,1536
Mega Man Star Force: Dragon,True,1,True,True,"Action,Role-Playing (RPG)",True,Capcom,True,60,0.41,27.95,Nintendo DS,1537
Sonic the Hedgehog,True,2,True,True,Action,True,Sega,True,43,0.4,16.95,PlayStation 3,1538
Harry Potter and the Order of the Phoenix,True,1,True,True,Action,True,EA,True,69,0.4,24.95,Nintendo Wii,1539
Nicktoons: Attack of the Toybots,True,1,True,True,Action,True,THQ,True,60,0.4,14.95,Nintendo Wii,1540
WWE Smackdown vs. Raw 2008,True,4,True,True,Sports,True,THQ,True,59,0.39,12.95,Nintendo Wii,1541
The Simpsons Game,True,2,True,True,Action,True,EA,True,71,0.39,17.95,PlayStation 3,1542
DiRT,True,1,True,True,"Racing / Driving,Simulation,Sports",True,,True,83,0.39,17.95,X360,1543
Kane & Lynch: Dead Men,True,2,True,True,Action,True,Eidos,True,65,0.38,14.95,X360,1544
Jam Sessions,True,1,True,True,"Educational,Simulation",True,Ubisoft,True,72,0.38,8.95,Nintendo DS,1545
Monster Hunter Freedom 2,True,1,True,True,"Action,Strategy",True,Capcom,True,72,0.38,12.95,Sony PSP,1546
Shadowrun,True,1,True,True,Action,True,Microsoft,True,66,0.38,12.95,X360,1547
Thrillville: Off the Rails,True,4,True,True,"Simulation,Strategy",True,,True,70,0.37,16.95,Nintendo Wii,1548
Tony Hawk's Proving Ground,True,2,True,True,Sports,True,Activision,True,73,0.37,12.95,PlayStation 3,1549
My Word Coach,True,1,True,True,Educational,True,Ubisoft,True,71,0.37,15.95,Nintendo DS,1550
The World Ends With You,True,1,True,True,"Action,Adventure,Role-Playing (RPG)",True,SquareEnix,True,88,0.37,17.95,Nintendo DS,1551
The BIGS,True,4,True,True,"Action,Simulation,Sports",True,2K,True,66,0.36,17.95,Nintendo Wii,1552
NCAA Football 08,True,2,True,True,Sports,True,EA,True,77,0.36,9.95,PlayStation 3,1553
Final Fantasy Tactics A2: Grimoire of the Rift,True,1,True,True,"Role-Playing (RPG),Strategy",True,SquareEnix,True,80,0.36,17.95,Nintendo DS,1554
Beowulf: The Game,True,1,True,True,Action,True,Ubisoft,True,51,0.36,12.95,X360,1555
The Darkness,True,1,True,True,Action,True,2K,True,82,0.36,14.95,X360,1556
Tom Clancy's Ghost Recon: Advanced Warfighter 2...,True,4,True,True,Action,True,Ubisoft,True,84,0.35,17.95,PlayStation 3,1557
Final Fantasy,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,67,0.35,17.95,Sony PSP,1558
Lair,True,1,True,True,Action,True,Sony,True,53,0.35,19.95,PlayStation 3,1559
Transformers: The Game,True,1,True,True,Action,True,Activision,True,53,0.35,17.95,Nintendo Wii,1560
Command & Conquer 3: Tiberium Wars,True,1,True,True,Strategy,True,EA,True,82,0.35,24.95,X360,1561
Overlord,True,1,True,True,"Action,Strategy",True,,True,76,0.35,17.95,X360,1562
Diner Dash,True,1,True,True,Action,True,,True,64,0.34,17.95,Nintendo DS,1563
Medal of Honor: Heroes 2,True,1,True,True,Action,True,EA,True,73,0.34,19.95,Nintendo Wii,1564
MX vs. ATV Untamed,True,2,True,True,Racing / Driving,True,THQ,True,67,0.33,17.95,PlayStation 3,1565
Time Crisis 4,True,2,True,True,Action,True,Namco,True,60,0.33,24.95,PlayStation 3,1566
Dragon Ball Z: Budokai Tenkaichi 3,True,2,True,True,Action,True,Atari,True,72,0.33,17.95,Nintendo Wii,1567
Final Fantasy XII: Revenant Wings,True,1,True,True,"Role-Playing (RPG),Strategy",True,SquareEnix,True,81,0.33,19.95,Nintendo DS,1568
SOCOM: U.S. Navy SEALs - Tactical Strike,True,1,True,True,"Action,Strategy",True,Sony,True,72,0.33,14.95,Sony PSP,1569
Unreal Tournament III,True,1,True,True,Action,True,Midway,True,86,0.33,16.95,PlayStation 3,1570
Bee Movie Game,True,2,True,True,Action,True,Activision,True,62,0.32,14.95,Nintendo Wii,1571
Def Jam: Icon,True,2,True,True,Action,True,EA,True,69,0.32,17.95,X360,1572
Transformers: The Game,True,1,True,True,Action,True,Activision,True,54,0.32,17.95,PlayStation 3,1573
TimeShift,True,1,True,True,Action,True,,True,70,0.32,12.95,X360,1574
SSX Blur,True,4,True,True,Sports,True,EA,True,74,0.31,17.95,Nintendo Wii,1575
Bleach: The Blade of Fate,True,1,True,True,Action,True,Sega,True,83,0.31,17.95,Nintendo DS,1576
EA Playground,True,1,True,True,"Racing / Driving,Sports",True,EA,True,60,0.31,11.95,Nintendo DS,1577
Final Fantasy II,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,63,0.31,17.95,Sony PSP,1578
The Eye of Judgment,True,2,True,True,Strategy,True,Sony,True,75,0.3,12.95,PlayStation 3,1579
MLB 07: The Show,True,2,True,True,Sports,True,Sony,True,77,0.3,9.95,PlayStation 3,1580
Virtua Fighter 5,True,2,True,True,Action,True,Sega,True,85,0.3,14.95,PlayStation 3,1581
NiGHTS: Journey of Dreams,True,2,True,True,Action,True,Sega,True,69,0.3,14.95,Nintendo Wii,1582
Puzzle Quest: Challenge of the Warlords,True,1,True,True,"Role-Playing (RPG),Strategy",True,,True,82,0.3,17.95,Nintendo DS,1583
NBA Live 08,True,1,True,True,Sports,True,EA,True,73,0.3,14.95,Sony PSP,1584
Kane & Lynch: Dead Men,True,2,True,True,Action,True,Eidos,True,64,0.29,19.95,PlayStation 3,1585
Crash of the Titans,True,2,True,True,Action,True,,True,65,0.29,17.95,X360,1586
Harry Potter and the Order of the Phoenix,True,1,True,True,Action,True,EA,True,51,0.29,17.95,Nintendo DS,1587
SimCity DS,True,1,True,True,Simulation,True,EA,True,69,0.29,14.95,Nintendo DS,1588
Wario: Master of Disguise,True,1,True,True,Action,True,Nintendo,True,60,0.29,14.95,Nintendo DS,1589
No More Heroes,True,1,True,True,"Action,Racing / Driving",True,Ubisoft,True,83,0.29,17.95,Nintendo Wii,1590
BlackSite: Area 51,True,1,True,True,Action,True,Midway,True,62,0.29,17.95,X360,1591
Shrek the Third,True,2,True,True,Action,True,Activision,True,56,0.28,14.95,X360,1592
Shrek the Third,True,1,True,True,Adventure,True,Activision,True,70,0.28,16.95,Nintendo DS,1593
Surf's Up,True,1,True,True,"Racing / Driving,Sports",True,Ubisoft,True,56,0.28,14.95,Nintendo DS,1594
MLB 07: The Show,True,1,True,True,Sports,True,Sony,True,82,0.28,9.95,Sony PSP,1595
TMNT,True,1,True,True,Action,True,Ubisoft,True,58,0.28,19.95,X360,1596
Spider-Man: Friend or Foe,True,2,True,True,Action,True,Activision,True,60,0.27,17.95,X360,1597
Contra 4,True,1,True,True,Action,True,Konami,True,83,0.27,17.95,Nintendo DS,1598
Phoenix Wright: Ace Attorney - Trials and Tribu...,True,1,True,True,"Adventure,Simulation",True,Capcom,True,81,0.27,17.95,Nintendo DS,1599
Disney Pirates of the Caribbean: At World's End,True,1,True,True,Action,True,Disney,True,66,0.27,14.95,Nintendo DS,1600
Dragon Ball Z: Shin Budokai - Another Road,True,1,True,True,Action,True,"Atari,Namco",True,65,0.27,16.95,Sony PSP,1601
Spider-Man 3,True,1,True,True,Action,True,Activision,True,60,0.27,17.95,PlayStation 3,1602
The Golden Compass,True,1,True,True,Action,True,Sega,True,41,0.27,9.95,X360,1603
Stuntman: Ignition,True,4,True,True,"Action,Racing / Driving",True,THQ,True,75,0.26,14.95,X360,1604
Chicken Shoot,True,2,True,True,Action,True,,True,27,0.26,12.95,Nintendo Wii,1605
Shrek the Third,True,2,True,True,Action,True,Activision,True,57,0.26,16.95,Nintendo Wii,1606
DK: Jungle Climber,True,1,True,True,"Action,Strategy",True,Nintendo,True,77,0.26,24.95,Nintendo DS,1607
Dragon Quest IV: Chapters of the Chosen,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,80,0.26,24.95,Nintendo DS,1608
300: March to Glory,True,1,True,True,Action,True,Eidos,True,55,0.26,14.95,Sony PSP,1609
Fire Emblem: Radiant Dawn,True,1,True,True,"Role-Playing (RPG),Strategy",True,Nintendo,True,78,0.26,34.95,Nintendo Wii,1610
The Golden Compass,True,1,True,True,Action,True,Sega,True,35,0.26,14.95,Nintendo Wii,1611
Manhunt 2,True,1,True,True,Action,True,Rockstar,True,62,0.26,19.95,Nintendo Wii,1612
NASCAR 08,True,1,True,True,"Racing / Driving,Sports",True,EA,True,59,0.25,12.95,X360,1613
Virtua Tennis 3,True,4,True,True,Sports,True,Sega,True,80,0.24,19.95,PlayStation 3,1614
All-Pro Football 2K8,True,4,True,True,Sports,True,2K,True,75,0.24,7.95,X360,1615
Major League Baseball 2K7,True,2,True,True,Sports,True,2K,True,74,0.24,7.95,PlayStation 3,1616
The Warriors,True,1,True,True,Action,True,Rockstar,True,52,0.24,17.95,Sony PSP,1617
Ghost Rider,True,4,True,True,Action,True,2K,True,49,0.23,16.95,Sony PSP,1618
Tony Hawk's Proving Ground,True,2,True,True,Sports,True,Activision,True,57,0.23,16.95,Nintendo Wii,1619
Juiced 2: Hot Import Nights,True,2,True,True,Racing / Driving,True,THQ,True,68,0.23,14.95,X360,1620
Juiced 2: Hot Import Nights,True,1,True,True,Racing / Driving,True,THQ,True,72,0.23,13.95,Nintendo DS,1621
The Simpsons Game,True,1,True,True,Action,True,EA,True,59,0.23,16.95,Sony PSP,1622
Syphon Filter: Logan's Shadow,True,1,True,True,"Action,Strategy",True,Sony,True,85,0.23,16.95,Sony PSP,1623
Tiger Woods PGA Tour 08,True,4,True,True,Sports,True,EA,True,79,0.22,12.95,PlayStation 3,1624
Ratatouille,True,4,True,True,Action,True,THQ,True,56,0.22,16.95,X360,1625
Trauma Center: New Blood,True,2,True,True,"Action,Simulation",True,Nintendo,True,77,0.22,17.95,Nintendo Wii,1626
Hotel Dusk: Room 215,True,1,True,True,Adventure,True,Nintendo,True,78,0.22,14.95,Nintendo DS,1627
Mega Man ZX Advent,True,1,True,True,Action,True,Capcom,True,78,0.22,17.95,Nintendo DS,1628
Silent Hill: 0rigins,True,1,True,True,Action,True,Konami,True,78,0.22,17.95,Sony PSP,1629
Harry Potter and the Order of the Phoenix,True,1,True,True,Action,True,EA,True,68,0.22,16.95,X360,1630
NHL 08 ,True,1,True,True,Sports,True,EA,True,85,0.22,9.95,X360,1631
Castlevania: The Dracula X Chronicles,True,2,True,True,Action,True,Konami,True,80,0.21,16.95,Sony PSP,1632
Tony Hawk's Proving Ground,True,1,True,True,Sports,True,Activision,True,39,0.21,13.95,Nintendo DS,1633
Jeanne d'Arc,True,1,True,True,"Role-Playing (RPG),Strategy",True,Sony,True,87,0.21,19.95,Sony PSP,1634
BWii: Battalion Wars 2,True,1,True,True,"Action,Simulation,Strategy",True,Nintendo,True,75,0.21,14.95,Nintendo Wii,1635
Battlestations: Midway,True,1,True,True,"Action,Strategy",True,Eidos,True,73,0.21,17.95,X360,1636
Dragon Ball Z: Harukanaru Densetsu,True,1,True,True,Strategy,True,Atari,True,57,0.2,14.95,Nintendo DS,1637
Touch the Dead,True,1,True,True,Action,True,,True,56,0.2,16.95,Nintendo DS,1638
The Darkness,True,1,True,True,Action,True,2K,True,80,0.2,14.95,PlayStation 3,1639
Donkey Kong Barrel Blast,True,4,True,True,Racing / Driving,True,Nintendo,True,46,0.19,29.95,Nintendo Wii,1640
The BIGS,True,4,True,True,"Action,Simulation,Sports",True,2K,True,79,0.19,12.95,X360,1641
Armored Core 4,True,2,True,True,Action,True,Sega,True,65,0.19,17.95,X360,1642
Etrian Odyssey,True,1,True,True,Role-Playing (RPG),True,Nintendo,True,75,0.19,24.95,Nintendo DS,1643
Ben 10: Protector of the Earth,True,1,True,True,Action,True,,True,60,0.19,16.95,Sony PSP,1644
Tom Clancy's Splinter Cell: Double Agent,True,1,True,True,"Action,Strategy",True,Ubisoft,True,78,0.19,22.95,PlayStation 3,1645
Looney Tunes: Acme Arsenal,True,1,True,True,Action,True,,True,27,0.19,14.95,Nintendo Wii,1646
Zack & Wiki: Quest for Barbaros' Treasure,True,1,True,True,Adventure,True,Capcom,True,87,0.19,17.95,Nintendo Wii,1647
Monster Jam,True,4,True,True,Sports,True,Activision,True,43,0.18,17.95,X360,1648
Virtua Fighter 5,True,2,True,True,Action,True,Sega,True,89,0.18,17.95,X360,1649
Lunar Knights,True,1,True,True,Action,True,Konami,True,82,0.18,16.95,Nintendo DS,1650
Enchanted Arms,True,1,True,True,Role-Playing (RPG),True,Ubisoft,True,64,0.18,17.95,PlayStation 3,1651
F.E.A.R.: First Encounter Assault Recon,True,1,True,True,Action,True,,True,72,0.18,17.95,PlayStation 3,1652
Folklore,True,1,True,True,"Action,Role-Playing (RPG)",True,Sony,True,75,0.18,24.95,PlayStation 3,1653
Juiced 2: Hot Import Nights,True,1,True,True,Racing / Driving,True,THQ,True,71,0.18,17.95,PlayStation 3,1654
The Elder Scrolls IV: Shivering Isles,True,1,True,True,"Action,Role-Playing (RPG)",True,,True,86,0.18,24.95,X360,1655
NHL 08,True,7,True,True,Sports,True,EA,True,86,0.17,9.95,PlayStation 3,1656
NCAA 07 March Madness,True,4,True,True,Sports,True,EA,True,67,0.17,7.95,X360,1657
Rayman Raving Rabbids,True,4,True,True,Action,True,Ubisoft,True,67,0.17,16.95,X360,1658
Viva Pi$?ata: Party Animals,True,4,True,True,Racing / Driving,True,Microsoft,True,56,0.17,14.95,X360,1659
Warriors Orochi,True,2,True,True,"Action,Role-Playing (RPG)",True,,True,53,0.17,19.95,X360,1660
Luminous Arc,True,1,True,True,"Role-Playing (RPG),Strategy",True,,True,70,0.17,24.95,Nintendo DS,1661
Picross DS,True,1,True,True,Strategy,True,Nintendo,True,83,0.17,17.95,Nintendo DS,1662
Harry Potter and the Order of the Phoenix,True,1,True,True,Action,True,EA,True,67,0.17,17.95,PlayStation 3,1663
College Hoops 2K7,True,6,True,True,Sports,True,2K,True,81,0.16,6.95,PlayStation 3,1664
The BIGS,True,4,True,True,"Action,Simulation,Sports",True,2K,True,80,0.16,22.95,PlayStation 3,1665
Stuntman: Ignition,True,4,True,True,"Action,Racing / Driving",True,THQ,True,76,0.16,16.95,PlayStation 3,1666
Mortal Kombat: Armageddon,True,4,True,True,"Action,Racing / Driving",True,Midway,True,71,0.16,24.95,Nintendo Wii,1667
Def Jam: Icon,True,2,True,True,Action,True,EA,True,68,0.16,16.95,PlayStation 3,1668
Soulcalibur Legends,True,2,True,True,Action,True,Namco,True,52,0.16,16.95,Nintendo Wii,1669
Surf's Up,True,2,True,True,Sports,True,Ubisoft,True,64,0.16,16.95,Nintendo Wii,1670
Planet Puzzle League,True,1,True,True,Strategy,True,Nintendo,True,86,0.16,17.95,Nintendo DS,1671
DiRT,True,1,True,True,"Racing / Driving,Simulation,Sports",True,,True,83,0.16,17.95,PlayStation 3,1672
TMNT,True,1,True,True,Action,True,Ubisoft,True,60,0.16,17.95,Nintendo Wii,1673
Soldier of Fortune: Payback,True,1,True,True,Action,True,Activision,True,50,0.16,13.95,X360,1674
Dynasty Warriors: Gundam,True,2,True,True,Action,True,Namco,True,60,0.15,22.95,PlayStation 3,1675
Disney Pirates of the Caribbean: At World's End,True,2,True,True,Action,True,Disney,True,55,0.15,14.95,PlayStation 3,1676
Bee Movie Game,True,2,True,True,Action,True,Activision,True,71,0.15,12.95,X360,1677
Dynasty Warriors: Gundam,True,2,True,True,Action,True,Namco,True,55,0.15,22.95,X360,1678
Golden Axe,True,2,True,True,Action,True,Sega,True,45,0.15,14.95,X360,1679
Dementium: The Ward,True,1,True,True,Action,True,,True,72,0.15,17.95,Nintendo DS,1680
Rondo of Swords,True,1,True,True,"Role-Playing (RPG),Strategy",True,,True,69,0.15,19.95,Nintendo DS,1681
Disgaea: Afternoon of Darkness,True,1,True,True,"Role-Playing (RPG),Strategy",True,,True,87,0.15,17.95,Sony PSP,1682
NASCAR 08,True,1,True,True,"Racing / Driving,Sports",True,EA,True,57,0.15,14.95,PlayStation 3,1683
Dragon Quest Swords: The Masked Queen and the T...,True,1,True,True,Action,True,SquareEnix,True,65,0.15,16.95,Nintendo Wii,1684
Call of Juarez,True,1,True,True,Action,True,Ubisoft,True,71,0.15,14.95,X360,1685
College Hoops 2K8,True,1,True,True,Sports,True,2K,True,81,0.15,9.95,X360,1686
Eternal Sonata,True,1,True,True,Role-Playing (RPG),True,Namco,True,79,0.15,27.95,X360,1687
Kingdom Under Fire: Circle of Doom,True,1,True,True,"Action,Role-Playing (RPG)",True,Microsoft,True,55,0.15,14.95,X360,1688
Vampire Rain,True,1,True,True,Action,True,Microsoft,True,38,0.15,11.95,X360,1689
All-Pro Football 2K8,True,6,True,True,Sports,True,2K,True,73,0.14,9.95,PlayStation 3,1690
Mercury Meltdown,True,2,True,True,Strategy,True,,True,77,0.14,12.95,Nintendo Wii,1691
Conan,True,1,True,True,"Action,Adventure",True,THQ,True,69,0.14,17.95,PlayStation 3,1692
Godzilla: Unleashed,True,1,True,True,Action,True,Atari,True,44,0.14,24.95,Nintendo Wii,1693
NBA Live 08,True,1,True,True,Sports,True,EA,True,52,0.14,14.95,Nintendo Wii,1694
Conan,True,1,True,True,"Action,Adventure",True,THQ,True,69,0.14,14.95,X360,1695
Spider-Man: Friend or Foe,True,2,True,True,Action,True,Activision,True,59,0.13,17.95,Nintendo Wii,1696
College Hoops 2K8,True,7,True,True,Sports,True,2K,True,82,0.12,12.95,PlayStation 3,1697
NBA 08,True,4,True,True,Sports,True,Sony,True,63,0.12,9.95,PlayStation 3,1698
Thrillville: Off the Rails,True,4,True,True,"Simulation,Strategy",True,,True,73,0.12,17.95,X360,1699
Geometry Wars: Galaxies,True,1,True,True,Action,True,,True,79,0.12,14.95,Nintendo DS,1700
Rayman Raving Rabbids,True,1,True,True,Action,True,Ubisoft,True,56,0.12,17.95,Nintendo DS,1701
WordJong,True,1,True,True,Strategy,True,,True,77,0.12,17.95,Nintendo DS,1702
"Warhammer 40,000: Squad Command",True,1,True,True,Strategy,True,THQ,True,67,0.12,17.95,Sony PSP,1703
Beowulf: The Game,True,1,True,True,Action,True,Ubisoft,True,51,0.12,12.95,PlayStation 3,1704
The Golden Compass,True,1,True,True,Action,True,Sega,True,40,0.12,12.95,PlayStation 3,1705
Scarface: The World is Yours,True,1,True,True,"Action,Racing / Driving",True,,True,71,0.12,22.95,Nintendo Wii,1706
Hot Wheels: Beat That!,True,1,True,True,"Action,Racing / Driving",True,Activision,True,43,0.12,19.95,X360,1707
NHL 2K8 ,True,1,True,True,Sports,True,2K,True,71,0.12,6.95,X360,1708
NBA Street Homecourt,True,4,True,True,Sports,True,EA,True,81,0.11,14.95,PlayStation 3,1709
Geometry Wars: Galaxies,True,2,True,True,Action,True,,True,80,0.11,16.95,Nintendo Wii,1710
Final Fantasy: Crystal Chronicles - Echoes of Time,True,1,True,True,Action,True,SquareEnix,True,75,0.11,24.95,Nintendo DS,1711
Godzilla Unleashed: Double Smash,True,1,True,True,Action,True,Atari,True,28,0.11,17.95,Nintendo DS,1712
MX vs. ATV Untamed,True,1,True,True,Racing / Driving,True,THQ,True,61,0.11,17.95,Nintendo DS,1713
WWE SmackDown vs. Raw 2008,True,1,True,True,Sports,True,THQ,True,61,0.11,14.95,Nintendo DS,1714
The BIGS,True,1,True,True,"Action,Simulation,Sports",True,2K,True,72,0.11,16.95,Sony PSP,1715
Brave Story: New Traveler,True,1,True,True,Role-Playing (RPG),True,,True,76,0.11,17.95,Sony PSP,1716
WipEout Pulse,True,1,True,True,"Action,Racing / Driving",True,Sony,True,82,0.11,16.95,Sony PSP,1717
TimeShift,True,1,True,True,Action,True,,True,70,0.11,16.95,PlayStation 3,1718
Star Trek: Conquest,True,1,True,True,"Action,Strategy",True,,True,49,0.11,27.95,Nintendo Wii,1719
Beautiful Katamari,True,1,True,True,Action,True,Namco,True,73,0.11,17.95,X360,1720
Hour of Victory,True,1,True,True,Action,True,Midway,True,37,0.11,12.95,X360,1721
Fantastic Four: Rise of the Silver Surfer,True,4,True,True,Action,True,2K,True,47,0.1,14.95,PlayStation 3,1722
SEGA Rally Revo,True,2,True,True,"Racing / Driving,Simulation",True,Sega,True,77,0.1,14.95,X360,1723
7 Wonders of the Ancient World,True,1,True,True,Strategy,True,,True,60,0.1,17.95,Nintendo DS,1724
Draglade,True,1,True,True,Action,True,,True,71,0.1,16.95,Nintendo DS,1725
Final Fantasy Fables: Chocobo Tales,True,1,True,True,Action,True,SquareEnix,True,75,0.1,17.95,Nintendo DS,1726
Marvel Trading Card Game,True,1,True,True,Strategy,True,Konami,True,61,0.1,16.95,Nintendo DS,1727
Crazy Taxi: Fare Wars,True,1,True,True,"Action,Racing / Driving",True,Sega,True,64,0.1,17.95,Sony PSP,1728
The Golden Compass,True,1,True,True,Action,True,Sega,True,28,0.1,14.95,Sony PSP,1729
Harry Potter and the Order of the Phoenix,True,1,True,True,Action,True,EA,True,52,0.1,16.95,Sony PSP,1730
Bladestorm: The Hundred Years' War,True,1,True,True,"Action,Role-Playing (RPG),Strategy",True,,True,58,0.1,44.95,PlayStation 3,1731
Surf's Up,True,4,True,True,Sports,True,Ubisoft,True,61,0.09,17.95,X360,1732
Blazing Angels 2: Secret Missions of WWII,True,2,True,True,Action,True,Ubisoft,True,72,0.09,16.95,X360,1733
InuYasha: Secret of the Divine Jewel,True,1,True,True,Role-Playing (RPG),True,Namco,True,46,0.09,24.95,Nintendo DS,1734
The Settlers,True,1,True,True,Strategy,True,Ubisoft,True,39,0.09,17.95,Nintendo DS,1735
Shrek the Third,True,1,True,True,Action,True,Activision,True,57,0.09,22.95,Sony PSP,1736
Ratatouille,True,1,True,True,Action,True,THQ,True,55,0.09,17.95,PlayStation 3,1737
Soldier of Fortune: Payback,True,1,True,True,Action,True,Activision,True,50,0.09,14.95,PlayStation 3,1738
Heatseeker,True,1,True,True,Action,True,,True,62,0.09,17.95,Nintendo Wii,1739
NHL 2K8,True,7,True,True,Sports,True,,True,74,0.08,9.95,PlayStation 3,1740
NCAA March Madness 08,True,4,True,True,Sports,True,EA,True,67,0.08,12.95,PlayStation 3,1741
Fantastic Four: Rise of the Silver Surfer,True,4,True,True,Action,True,2K,True,45,0.08,14.95,X360,1742
Monster Madness: Battle for Suburbia,True,4,True,True,Action,True,,True,55,0.08,14.95,X360,1743
Pro Evolution Soccer 2008,True,4,True,True,Sports,True,Konami,True,76,0.08,14.95,X360,1744
Blazing Angels 2: Secret Missions of WWII,True,2,True,True,Action,True,Ubisoft,True,70,0.08,22.95,PlayStation 3,1745
Cake Mania,True,1,True,True,Action,True,,True,55,0.08,16.95,Nintendo DS,1746
River King: Mystic Valley,True,1,True,True,"Adventure,Simulation,Sports",True,,True,54,0.08,24.95,Nintendo DS,1747
Touch Detective 2 1/2,True,1,True,True,Adventure,True,,True,67,0.08,14.95,Nintendo DS,1748
7 Wonders of the Ancient World,True,1,True,True,Strategy,True,,True,51,0.08,17.95,Sony PSP,1749
Brooktown High,True,1,True,True,Simulation,True,Konami,True,51,0.08,16.95,Sony PSP,1750
Crush,True,1,True,True,Action,True,Sega,True,83,0.08,16.95,Sony PSP,1751
Jackass: The Game,True,1,True,True,Action,True,,True,58,0.08,17.95,Sony PSP,1752
The Sims 2: Castaway,True,1,True,True,Simulation,True,EA,True,64,0.08,17.95,Sony PSP,1753
Test Drive Unlimited,True,1,True,True,Racing / Driving,True,Atari,True,80,0.08,17.95,Sony PSP,1754
Thrillville: Off the Rails,True,1,True,True,"Simulation,Strategy",True,,True,72,0.08,16.95,Sony PSP,1755
Victorious Boxers: Revolution,True,1,True,True,"Action,Simulation,Sports",True,Ubisoft,True,59,0.08,24.95,Nintendo Wii,1756
Bladestorm: The Hundred Years' War,True,1,True,True,"Action,Role-Playing (RPG),Strategy",True,,True,63,0.08,34.95,X360,1757
Looney Tunes: Acme Arsenal,True,4,True,True,Action,True,,True,40,0.07,17.95,X360,1758
SEGA Rally Revo,True,2,True,True,"Racing / Driving,Simulation",True,Sega,True,75,0.07,16.95,PlayStation 3,1759
